amfi_code,date,rolling_sharpe_90d
FUND01,2023-12-21T00:00:00,3.5949
FUND01,2023-12-22T00:00:00,3.5381
FUND01,2023-12-25T00:00:00,3.7467
FUND01,2023-12-26T00:00:00,3.783
FUND01,2023-12-27T00:00:00,3.6128
FUND01,2023-12-28T00:00:00,3.8736
FUND01,2023-12-29T00:00:00,3.893
FUND01,2024-01-01T00:00:00,3.9733
FUND01,2024-01-02T00:00:00,3.8281
FUND01,2024-01-03T00:00:00,3.2662
FUND01,2024-01-04T00:00:00,2.8373
FUND01,2024-01-05T00:00:00,2.9904
FUND01,2024-01-08T00:00:00,2.8981
FUND01,2024-01-09T00:00:00,2.9803
FUND01,2024-01-10T00:00:00,3.1108
FUND01,2024-01-11T00:00:00,2.8361
FUND01,2024-01-12T00:00:00,2.4919
FUND01,2024-01-15T00:00:00,2.6579
FUND01,2024-01-16T00:00:00,2.6364
FUND01,2024-01-17T00:00:00,2.7044
FUND01,2024-01-18T00:00:00,2.9072
FUND01,2024-01-19T00:00:00,2.8196
FUND01,2024-01-22T00:00:00,2.8609
FUND01,2024-01-23T00:00:00,2.9533
FUND01,2024-01-24T00:00:00,2.7931
FUND01,2024-01-25T00:00:00,2.7117
FUND01,2024-01-26T00:00:00,2.3307
FUND01,2024-01-29T00:00:00,2.2733
FUND01,2024-01-30T00:00:00,2.1961
FUND01,2024-01-31T00:00:00,2.2804
FUND01,2024-02-01T00:00:00,2.2396
FUND01,2024-02-02T00:00:00,1.8693
FUND01,2024-02-05T00:00:00,1.9262
FUND01,2024-02-06T00:00:00,1.8627
FUND01,2024-02-07T00:00:00,1.938
FUND01,2024-02-08T00:00:00,1.8051
FUND01,2024-02-09T00:00:00,1.7888
FUND01,2024-02-12T00:00:00,1.888
FUND01,2024-02-13T00:00:00,1.6724
FUND01,2024-02-14T00:00:00,1.6969
FUND01,2024-02-15T00:00:00,1.6756
FUND01,2024-02-16T00:00:00,2.2903
FUND01,2024-02-19T00:00:00,2.1558
FUND01,2024-02-20T00:00:00,2.3329
FUND01,2024-02-21T00:00:00,1.9731
FUND01,2024-02-22T00:00:00,2.242
FUND01,2024-02-23T00:00:00,2.0058
FUND01,2024-02-26T00:00:00,1.6334
FUND01,2024-02-27T00:00:00,1.8489
FUND01,2024-02-28T00:00:00,1.9843
FUND01,2024-02-29T00:00:00,2.3633
FUND01,2024-03-01T00:00:00,2.3777
FUND01,2024-03-04T00:00:00,1.9269
FUND01,2024-03-05T00:00:00,1.8205
FUND01,2024-03-06T00:00:00,1.7954
FUND01,2024-03-07T00:00:00,2.0785
FUND01,2024-03-08T00:00:00,2.225
FUND01,2024-03-11T00:00:00,2.1004
FUND01,2024-03-12T00:00:00,1.6587
FUND01,2024-03-13T00:00:00,1.8082
FUND01,2024-03-14T00:00:00,1.934
FUND01,2024-03-15T00:00:00,1.9207
FUND01,2024-03-18T00:00:00,1.8925
FUND01,2024-03-19T00:00:00,2.0663
FUND01,2024-03-20T00:00:00,1.6542
FUND01,2024-03-21T00:00:00,1.9798
FUND01,2024-03-22T00:00:00,1.7859
FUND01,2024-03-25T00:00:00,2.0082
FUND01,2024-03-26T00:00:00,1.971
FUND01,2024-03-27T00:00:00,1.6974
FUND01,2024-03-28T00:00:00,2.0481
FUND01,2024-03-29T00:00:00,2.3305
FUND01,2024-04-01T00:00:00,2.1338
FUND01,2024-04-02T00:00:00,2.3651
FUND01,2024-04-03T00:00:00,2.1551
FUND01,2024-04-04T00:00:00,2.5812
FUND01,2024-04-05T00:00:00,2.5594
FUND01,2024-04-08T00:00:00,2.6841
FUND01,2024-04-09T00:00:00,2.2317
FUND01,2024-04-10T00:00:00,2.2687
FUND01,2024-04-11T00:00:00,2.3712
FUND01,2024-04-12T00:00:00,2.3008
FUND01,2024-04-15T00:00:00,2.4518
FUND01,2024-04-16T00:00:00,2.5907
FUND01,2024-04-17T00:00:00,2.2684
FUND01,2024-04-18T00:00:00,2.2204
FUND01,2024-04-19T00:00:00,2.1622
FUND01,2024-04-22T00:00:00,1.574
FUND01,2024-04-23T00:00:00,1.8364
FUND01,2024-04-24T00:00:00,1.8616
FUND01,2024-04-25T00:00:00,1.7868
FUND01,2024-04-26T00:00:00,1.7182
FUND01,2024-04-29T00:00:00,1.255
FUND01,2024-04-30T00:00:00,1.2148
FUND01,2024-05-01T00:00:00,1.4314
FUND01,2024-05-02T00:00:00,1.5717
FUND01,2024-05-03T00:00:00,1.4725
FUND01,2024-05-06T00:00:00,1.4468
FUND01,2024-05-07T00:00:00,1.6637
FUND01,2024-05-08T00:00:00,2.2148
FUND01,2024-05-09T00:00:00,2.5569
FUND01,2024-05-10T00:00:00,2.7038
FUND01,2024-05-13T00:00:00,2.8321
FUND01,2024-05-14T00:00:00,2.7534
FUND01,2024-05-15T00:00:00,2.7356
FUND01,2024-05-16T00:00:00,2.7942
FUND01,2024-05-17T00:00:00,3.0774
FUND01,2024-05-20T00:00:00,2.8299
FUND01,2024-05-21T00:00:00,2.9078
FUND01,2024-05-22T00:00:00,2.7394
FUND01,2024-05-23T00:00:00,2.8484
FUND01,2024-05-24T00:00:00,3.1947
FUND01,2024-05-27T00:00:00,2.9955
FUND01,2024-05-28T00:00:00,2.7181
FUND01,2024-05-29T00:00:00,2.7698
FUND01,2024-05-30T00:00:00,2.8497
FUND01,2024-05-31T00:00:00,2.6697
FUND01,2024-06-03T00:00:00,3.0669
FUND01,2024-06-04T00:00:00,3.0887
FUND01,2024-06-05T00:00:00,2.963
FUND01,2024-06-06T00:00:00,2.8855
FUND01,2024-06-07T00:00:00,2.8767
FUND01,2024-06-10T00:00:00,3.0726
FUND01,2024-06-11T00:00:00,2.7951
FUND01,2024-06-12T00:00:00,2.6361
FUND01,2024-06-13T00:00:00,2.6608
FUND01,2024-06-14T00:00:00,2.9181
FUND01,2024-06-17T00:00:00,2.8056
FUND01,2024-06-18T00:00:00,3.1276
FUND01,2024-06-19T00:00:00,3.2668
FUND01,2024-06-20T00:00:00,3.3765
FUND01,2024-06-21T00:00:00,3.3245
FUND01,2024-06-24T00:00:00,3.0743
FUND01,2024-06-25T00:00:00,3.0879
FUND01,2024-06-26T00:00:00,3.0721
FUND01,2024-06-27T00:00:00,2.8917
FUND01,2024-06-28T00:00:00,3.2958
FUND01,2024-07-01T00:00:00,3.3746
FUND01,2024-07-02T00:00:00,3.3051
FUND01,2024-07-03T00:00:00,3.2169
FUND01,2024-07-04T00:00:00,3.0274
FUND01,2024-07-05T00:00:00,2.816
FUND01,2024-07-08T00:00:00,3.0337
FUND01,2024-07-09T00:00:00,2.8181
FUND01,2024-07-10T00:00:00,2.9361
FUND01,2024-07-11T00:00:00,2.4972
FUND01,2024-07-12T00:00:00,2.4803
FUND01,2024-07-15T00:00:00,2.4445
FUND01,2024-07-16T00:00:00,2.7528
FUND01,2024-07-17T00:00:00,3.1475
FUND01,2024-07-18T00:00:00,3.1227
FUND01,2024-07-19T00:00:00,2.8037
FUND01,2024-07-22T00:00:00,2.3882
FUND01,2024-07-23T00:00:00,2.2244
FUND01,2024-07-24T00:00:00,2.3513
FUND01,2024-07-25T00:00:00,2.1528
FUND01,2024-07-26T00:00:00,2.4432
FUND01,2024-07-29T00:00:00,2.1867
FUND01,2024-07-30T00:00:00,2.1788
FUND01,2024-07-31T00:00:00,2.4285
FUND01,2024-08-01T00:00:00,2.3015
FUND01,2024-08-02T00:00:00,2.2245
FUND01,2024-08-05T00:00:00,2.6055
FUND01,2024-08-06T00:00:00,2.2734
FUND01,2024-08-07T00:00:00,2.5685
FUND01,2024-08-08T00:00:00,2.648
FUND01,2024-08-09T00:00:00,2.9966
FUND01,2024-08-12T00:00:00,2.5956
FUND01,2024-08-13T00:00:00,2.9331
FUND01,2024-08-14T00:00:00,2.8578
FUND01,2024-08-15T00:00:00,2.5308
FUND01,2024-08-16T00:00:00,2.7219
FUND01,2024-08-19T00:00:00,2.2629
FUND01,2024-08-20T00:00:00,2.3798
FUND01,2024-08-21T00:00:00,2.6569
FUND01,2024-08-22T00:00:00,2.7386
FUND01,2024-08-23T00:00:00,3.0668
FUND01,2024-08-26T00:00:00,3.2091
FUND01,2024-08-27T00:00:00,2.9143
FUND01,2024-08-28T00:00:00,2.768
FUND01,2024-08-29T00:00:00,3.1144
FUND01,2024-08-30T00:00:00,2.844
FUND01,2024-09-02T00:00:00,3.1013
FUND01,2024-09-03T00:00:00,2.5596
FUND01,2024-09-04T00:00:00,1.9985
FUND01,2024-09-05T00:00:00,1.5029
FUND01,2024-09-06T00:00:00,1.272
FUND01,2024-09-09T00:00:00,1.3471
FUND01,2024-09-10T00:00:00,1.2078
FUND01,2024-09-11T00:00:00,1.0351
FUND01,2024-09-12T00:00:00,0.8539
FUND01,2024-09-13T00:00:00,0.8167
FUND01,2024-09-16T00:00:00,0.4996
FUND01,2024-09-17T00:00:00,0.7459
FUND01,2024-09-18T00:00:00,0.7216
FUND01,2024-09-19T00:00:00,0.7535
FUND01,2024-09-20T00:00:00,0.9071
FUND01,2024-09-23T00:00:00,1.0898
FUND01,2024-09-24T00:00:00,1.1797
FUND01,2024-09-25T00:00:00,1.2088
FUND01,2024-09-26T00:00:00,0.727
FUND01,2024-09-27T00:00:00,0.2321
FUND01,2024-09-30T00:00:00,0.123
FUND01,2024-10-01T00:00:00,0.5419
FUND01,2024-10-02T00:00:00,0.682
FUND01,2024-10-03T00:00:00,0.6739
FUND01,2024-10-04T00:00:00,1.1146
FUND01,2024-10-07T00:00:00,1.062
FUND01,2024-10-08T00:00:00,0.9846
FUND01,2024-10-09T00:00:00,1.1036
FUND01,2024-10-10T00:00:00,1.5102
FUND01,2024-10-11T00:00:00,1.636
FUND01,2024-10-14T00:00:00,1.2693
FUND01,2024-10-15T00:00:00,1.0969
FUND01,2024-10-16T00:00:00,1.3792
FUND01,2024-10-17T00:00:00,1.3377
FUND01,2024-10-18T00:00:00,1.2308
FUND01,2024-10-21T00:00:00,0.9852
FUND01,2024-10-22T00:00:00,1.082
FUND01,2024-10-23T00:00:00,0.7024
FUND01,2024-10-24T00:00:00,0.4263
FUND01,2024-10-25T00:00:00,0.3663
FUND01,2024-10-28T00:00:00,0.2215
FUND01,2024-10-29T00:00:00,0.0019
FUND01,2024-10-30T00:00:00,0.1609
FUND01,2024-10-31T00:00:00,0.0502
FUND01,2024-11-01T00:00:00,0.0769
FUND01,2024-11-04T00:00:00,0.198
FUND01,2024-11-05T00:00:00,-0.1547
FUND01,2024-11-06T00:00:00,-0.1995
FUND01,2024-11-07T00:00:00,-0.1557
FUND01,2024-11-08T00:00:00,-0.2722
FUND01,2024-11-11T00:00:00,-0.1794
FUND01,2024-11-12T00:00:00,-0.0431
FUND01,2024-11-13T00:00:00,0.0349
FUND01,2024-11-14T00:00:00,0.3752
FUND01,2024-11-15T00:00:00,0.328
FUND01,2024-11-18T00:00:00,0.1575
FUND01,2024-11-19T00:00:00,0.488
FUND01,2024-11-20T00:00:00,0.2184
FUND01,2024-11-21T00:00:00,0.1702
FUND01,2024-11-22T00:00:00,0.1872
FUND01,2024-11-25T00:00:00,0.3263
FUND01,2024-11-26T00:00:00,0.1725
FUND01,2024-11-27T00:00:00,0.4204
FUND01,2024-11-28T00:00:00,0.2954
FUND01,2024-11-29T00:00:00,0.5517
FUND01,2024-12-02T00:00:00,0.7837
FUND01,2024-12-03T00:00:00,0.7893
FUND01,2024-12-04T00:00:00,0.9097
FUND01,2024-12-05T00:00:00,0.8601
FUND01,2024-12-06T00:00:00,0.9796
FUND01,2024-12-09T00:00:00,1.0885
FUND01,2024-12-10T00:00:00,1.35
FUND01,2024-12-11T00:00:00,1.3734
FUND01,2024-12-12T00:00:00,1.2941
FUND01,2024-12-13T00:00:00,0.8692
FUND01,2024-12-16T00:00:00,1.0105
FUND01,2024-12-17T00:00:00,0.653
FUND01,2024-12-18T00:00:00,0.6623
FUND01,2024-12-19T00:00:00,0.7499
FUND01,2024-12-20T00:00:00,0.9571
FUND01,2024-12-23T00:00:00,1.3031
FUND01,2024-12-24T00:00:00,1.32
FUND01,2024-12-25T00:00:00,1.2074
FUND01,2024-12-26T00:00:00,0.8266
FUND01,2024-12-27T00:00:00,0.1774
FUND01,2024-12-30T00:00:00,0.0584
FUND01,2024-12-31T00:00:00,-0.1816
FUND01,2025-01-01T00:00:00,-0.069
FUND01,2025-01-02T00:00:00,-0.4668
FUND01,2025-01-03T00:00:00,-0.0434
FUND01,2025-01-06T00:00:00,-0.1205
FUND01,2025-01-07T00:00:00,0.3504
FUND01,2025-01-08T00:00:00,1.0668
FUND01,2025-01-09T00:00:00,1.3658
FUND01,2025-01-10T00:00:00,1.6053
FUND01,2025-01-13T00:00:00,1.2932
FUND01,2025-01-14T00:00:00,1.1262
FUND01,2025-01-15T00:00:00,1.3016
FUND01,2025-01-16T00:00:00,1.7664
FUND01,2025-01-17T00:00:00,1.6487
FUND01,2025-01-20T00:00:00,1.7818
FUND01,2025-01-21T00:00:00,1.7434
FUND01,2025-01-22T00:00:00,1.426
FUND01,2025-01-23T00:00:00,1.6151
FUND01,2025-01-24T00:00:00,1.6191
FUND01,2025-01-27T00:00:00,1.4996
FUND01,2025-01-28T00:00:00,1.4941
FUND01,2025-01-29T00:00:00,1.6491
FUND01,2025-01-30T00:00:00,1.8498
FUND01,2025-01-31T00:00:00,1.9465
FUND01,2025-02-03T00:00:00,1.9852
FUND01,2025-02-04T00:00:00,1.7459
FUND01,2025-02-05T00:00:00,1.3984
FUND01,2025-02-06T00:00:00,1.6681
FUND01,2025-02-07T00:00:00,1.6951
FUND01,2025-02-10T00:00:00,1.9445
FUND01,2025-02-11T00:00:00,1.7479
FUND01,2025-02-12T00:00:00,2.0515
FUND01,2025-02-13T00:00:00,2.1145
FUND01,2025-02-14T00:00:00,2.1666
FUND01,2025-02-17T00:00:00,2.0566
FUND01,2025-02-18T00:00:00,2.0937
FUND01,2025-02-19T00:00:00,2.0485
FUND01,2025-02-20T00:00:00,1.9831
FUND01,2025-02-21T00:00:00,1.9156
FUND01,2025-02-24T00:00:00,2.499
FUND01,2025-02-25T00:00:00,2.0111
FUND01,2025-02-26T00:00:00,2.5911
FUND01,2025-02-27T00:00:00,2.9877
FUND01,2025-02-28T00:00:00,2.5656
FUND01,2025-03-03T00:00:00,2.5482
FUND01,2025-03-04T00:00:00,2.5104
FUND01,2025-03-05T00:00:00,2.2979
FUND01,2025-03-06T00:00:00,2.442
FUND01,2025-03-07T00:00:00,1.6936
FUND01,2025-03-10T00:00:00,1.4108
FUND01,2025-03-11T00:00:00,2.0816
FUND01,2025-03-12T00:00:00,2.1507
FUND01,2025-03-13T00:00:00,1.9653
FUND01,2025-03-14T00:00:00,1.9263
FUND01,2025-03-17T00:00:00,2.1056
FUND01,2025-03-18T00:00:00,2.0422
FUND01,2025-03-19T00:00:00,2.2228
FUND01,2025-03-20T00:00:00,2.2979
FUND01,2025-03-21T00:00:00,2.2147
FUND01,2025-03-24T00:00:00,2.4504
FUND01,2025-03-25T00:00:00,2.1529
FUND01,2025-03-26T00:00:00,1.9875
FUND01,2025-03-27T00:00:00,1.9812
FUND01,2025-03-28T00:00:00,2.0425
FUND01,2025-03-31T00:00:00,2.0527
FUND01,2025-04-01T00:00:00,2.1463
FUND01,2025-04-02T00:00:00,2.0828
FUND01,2025-04-03T00:00:00,2.344
FUND01,2025-04-04T00:00:00,2.4769
FUND01,2025-04-07T00:00:00,2.0491
FUND01,2025-04-08T00:00:00,2.2723
FUND01,2025-04-09T00:00:00,2.1109
FUND01,2025-04-10T00:00:00,1.8376
FUND01,2025-04-11T00:00:00,2.0405
FUND01,2025-04-14T00:00:00,2.0165
FUND01,2025-04-15T00:00:00,2.1899
FUND01,2025-04-16T00:00:00,2.183
FUND01,2025-04-17T00:00:00,1.8676
FUND01,2025-04-18T00:00:00,2.0555
FUND01,2025-04-21T00:00:00,1.9629
FUND01,2025-04-22T00:00:00,2.0701
FUND01,2025-04-23T00:00:00,1.7519
FUND01,2025-04-24T00:00:00,1.7027
FUND01,2025-04-25T00:00:00,1.6069
FUND01,2025-04-28T00:00:00,1.6449
FUND01,2025-04-29T00:00:00,1.4489
FUND01,2025-04-30T00:00:00,1.3143
FUND01,2025-05-01T00:00:00,1.3207
FUND01,2025-05-02T00:00:00,1.4725
FUND01,2025-05-05T00:00:00,1.4612
FUND01,2025-05-06T00:00:00,1.6676
FUND01,2025-05-07T00:00:00,1.5617
FUND01,2025-05-08T00:00:00,1.4417
FUND01,2025-05-09T00:00:00,1.3105
FUND01,2025-05-12T00:00:00,1.1688
FUND01,2025-05-13T00:00:00,1.0009
FUND01,2025-05-14T00:00:00,0.9128
FUND01,2025-05-15T00:00:00,1.0525
FUND01,2025-05-16T00:00:00,1.1766
FUND01,2025-05-19T00:00:00,0.9773
FUND01,2025-05-20T00:00:00,1.1975
FUND01,2025-05-21T00:00:00,1.133
FUND01,2025-05-22T00:00:00,1.0466
FUND01,2025-05-23T00:00:00,0.7681
FUND01,2025-05-26T00:00:00,0.8777
FUND01,2025-05-27T00:00:00,0.8957
FUND01,2025-05-28T00:00:00,1.292
FUND01,2025-05-29T00:00:00,1.2456
FUND01,2025-05-30T00:00:00,1.2969
FUND01,2025-06-02T00:00:00,1.4387
FUND01,2025-06-03T00:00:00,1.3265
FUND01,2025-06-04T00:00:00,1.1776
FUND01,2025-06-05T00:00:00,1.2496
FUND01,2025-06-06T00:00:00,1.1253
FUND01,2025-06-09T00:00:00,1.1636
FUND01,2025-06-10T00:00:00,1.4585
FUND01,2025-06-11T00:00:00,1.6631
FUND01,2025-06-12T00:00:00,1.4092
FUND01,2025-06-13T00:00:00,1.1485
FUND01,2025-06-16T00:00:00,1.1466
FUND01,2025-06-17T00:00:00,1.1919
FUND01,2025-06-18T00:00:00,1.0057
FUND01,2025-06-19T00:00:00,0.4886
FUND01,2025-06-20T00:00:00,0.2572
FUND01,2025-06-23T00:00:00,0.4627
FUND01,2025-06-24T00:00:00,0.6486
FUND01,2025-06-25T00:00:00,0.6267
FUND01,2025-06-26T00:00:00,0.9886
FUND01,2025-06-27T00:00:00,0.9182
FUND01,2025-06-30T00:00:00,0.8046
FUND01,2025-07-01T00:00:00,0.9231
FUND01,2025-07-02T00:00:00,0.7964
FUND01,2025-07-03T00:00:00,0.6279
FUND01,2025-07-04T00:00:00,0.9765
FUND01,2025-07-07T00:00:00,1.3033
FUND01,2025-07-08T00:00:00,1.2006
FUND01,2025-07-09T00:00:00,1.3467
FUND01,2025-07-10T00:00:00,1.495
FUND01,2025-07-11T00:00:00,2.097
FUND01,2025-07-14T00:00:00,2.1703
FUND01,2025-07-15T00:00:00,1.5361
FUND01,2025-07-16T00:00:00,1.8234
FUND01,2025-07-17T00:00:00,1.7298
FUND01,2025-07-18T00:00:00,1.8302
FUND01,2025-07-21T00:00:00,1.6681
FUND01,2025-07-22T00:00:00,1.2874
FUND01,2025-07-23T00:00:00,1.0585
FUND01,2025-07-24T00:00:00,1.1885
FUND01,2025-07-25T00:00:00,1.257
FUND01,2025-07-28T00:00:00,0.9261
FUND01,2025-07-29T00:00:00,0.8296
FUND01,2025-07-30T00:00:00,1.0934
FUND01,2025-07-31T00:00:00,0.4921
FUND01,2025-08-01T00:00:00,0.5643
FUND01,2025-08-04T00:00:00,0.6635
FUND01,2025-08-05T00:00:00,0.5244
FUND01,2025-08-06T00:00:00,0.5277
FUND01,2025-08-07T00:00:00,0.4796
FUND01,2025-08-08T00:00:00,0.2016
FUND01,2025-08-11T00:00:00,0.6596
FUND01,2025-08-12T00:00:00,0.3098
FUND01,2025-08-13T00:00:00,0.2136
FUND01,2025-08-14T00:00:00,0.2795
FUND01,2025-08-15T00:00:00,-0.2127
FUND01,2025-08-18T00:00:00,0.1019
FUND01,2025-08-19T00:00:00,-0.2769
FUND01,2025-08-20T00:00:00,-0.699
FUND01,2025-08-21T00:00:00,-0.525
FUND01,2025-08-22T00:00:00,-0.9996
FUND01,2025-08-25T00:00:00,-0.8089
FUND01,2025-08-26T00:00:00,-0.8129
FUND01,2025-08-27T00:00:00,-0.7028
FUND01,2025-08-28T00:00:00,-1.1368
FUND01,2025-08-29T00:00:00,-1.5065
FUND01,2025-09-01T00:00:00,-1.4648
FUND01,2025-09-02T00:00:00,-1.6662
FUND01,2025-09-03T00:00:00,-1.8402
